FICE,College name,State,Public/private indicator,Average Math SAT score,Average Verbal SAT score,Average Combined SAT score,Average ACT score,First quartile - Math SAT,Third quartile - Math SAT,First quartile - Verbal SAT,Third quartile - Verbal SAT,First quartile - ACT,Third quartile - ACT,Number of applications received,Number of applicants accepted,Number of new students enrolled,Number of fulltime undergraduates,Number of parttime undergraduates,In-state tuition,Out-of-state tuition,Room and board costs,Room costs,Board costs,Additional fees,Estimated book costs,Estimated personal spending,Student/faculty ratio,Instructional expenditure per student,Graduation rate
9235,Clarion University of Pennsylvania,PA,1,448,412,860,*,430,540,390,490,*,*,2740,2497,1188,4828,605,3086,7844,2924,1710,1214,792,550,1498,19.2,5556,63
3401,Brown University,RI,2,680,620,1300,28,640,730,570,680,26,32,12586,3239,1462,5643,349,19528,19528,5926,3574,2352,650,720,1100,7.6,20440,97
3402,Bryant College,RI,2,536,447,983,*,480,600,400,490,*,*,2198,1786,632,2556,1004,12600,12600,6410,3640,2770,*,500,700,19,8353,82
3406,Providence College,RI,2,537,485,1022,25,520,610,440,530,*,*,5139,3346,973,3717,1358,14400,14400,6200,3250,2950,375,450,1100,18.4,8135,96
3407,Rhode Island College,RI,1,*,*,*,*,390,500,360,470,*,*,2310,1767,1030,4882,2706,2370,6694,5137,2537,2600,468,500,*,15.7,6827,47
3409,Rhode Island School of Design,RI,2,551,508,1059,*,500,600,450,600,*,*,1831,842,379,1846,*,16684,16684,6672,3354,3318,90,1500,1700,10,11622,96
3411,Salve Regina University,RI,2,455,420,875,*,405,505,370,470,*,*,1475,1257,362,1393,278,14200,14200,6500,6500,*,75,500,*,9.6,9232,71
3414,University of Rhode Island,RI,1,515,449,964,*,460,560,400,490,*,*,9643,7751,1968,8894,2456,3004,10330,5558,3168,2390,1238,500,1250,16.6,9158,63
4917,Roger Williams University,RI,2,455,406,861,*,395,525,355,475,*,*,3304,2804,679,2111,1489,12520,12520,6050,3060,2990,480,500,730,16.4,7957,61
3419,Charleston Southern University,SC,2,497,450,947,*,410,530,390,480,*,*,1199,904,397,1533,734,7730,7730,3170,*,*,9,750,1890,19.2,5825,39
3420,Benedict College,SC,2,*,*,*,*,*,*,*,*,*,*,1622,1472,341,1203,63,5210,5210,2992,*,*,425,120,2200,14.6,5360,48
3422,Central Wesleyan College,SC,2,429,384,813,18,*,*,*,*,*,*,174,146,88,1047,33,8300,8300,3080,1000,2080,200,600,600,15.2,3365,58
3423,The Citadel,SC,1,*,*,*,*,450,600,400,550,20,24,1500,1242,611,2024,292,3076,7070,2439,830,1609,264,400,779,17.1,7744,84
3424,Claflin College,SC,2,*,*,*,*,*,*,*,*,*,*,1196,697,499,959,13,4412,4412,2460,1000,1460,600,500,1000,16.9,7083,21
3425,Clemson University,SC,1,565,487,1052,*,530,620,430,510,*,*,8065,5257,2301,11755,770,3036,8116,3610,1890,1720,*,800,1618,18,7597,73
3427,Coker College,SC,2,469,431,900,*,420,540,370,470,*,*,604,452,295,690,222,9888,9888,4502,1846,2670,185,400,1000,12.1,8741,75
3428,College of Charleston,SC,1,532,489,1019,22,480,580,440,530,20,24,4772,3140,1265,6851,1200,3060,6120,3460,2200,1260,*,666,2316,17.2,4776,51
3430,Columbia College,SC,2,460,433,893,*,430,500,400,470,*,*,737,614,242,968,237,10425,10425,3975,3975,*,*,500,1500,14.7,8693,76
3431,Converse College,SC,2,*,*,*,*,*,*,*,*,*,*,440,407,149,643,80,12050,12050,3700,*,*,*,500,900,10.2,10965,75
3432,Erskine College,SC,2,532,482,1014,*,470,590,410,550,*,*,659,557,167,532,35,10485,10485,3840,1760,2080,660,475,1246,13.5,7527,67
3434,Furman University,SC,2,584,528,1112,*,520,640,470,580,23,27,2161,1951,685,2371,175,13440,13440,4048,2096,1952,134,600,1250,13.5,12940,82
3435,Lander University,SC,1,455,406,861,18,*,*,*,*,*,*,1166,1009,510,2074,341,3340,4938,2987,1867,1120,50,528,1702,17,6119,51
3436,Limestone College,SC,2,*,*,*,*,*,*,*,*,*,*,725,554,369,786,682,7100,7100,3500,3500,*,100,300,*,11.2,6321,*
3439,Morris College,SC,2,*,*,*,*,*,*,*,*,*,*,882,730,330,926,12,4515,4515,2550,2550,*,115,850,2100,18.6,6990,60
3440,Newberry College,SC,2,466,418,884,20,360,420,320,430,*,*,872,722,154,601,36,10194,10194,2600,1600,1000,300,500,1500,11.4,5788,83
3445,Presbyterian College,SC,2,580,520,1100,26,510,630,490,570,*,*,1082,832,302,1133,30,11859,11859,3635,1711,1924,892,554,1429,13.4,8354,85
3446,South Carolina State University,SC,1,373,330,703,17,*,*,*,*,*,*,2556,1752,946,4396,515,2200,4380,2736,1420,1316,100,600,*,18.3,5542,*
3448,University of South Carolina at Columbia,SC,1,520,465,985,22,460,580,400,520,19,25,7693,5815,2328,12594,3661,3196,8074,3522,3522,*,*,495,2941,16.9,8246,63
3449,University of South Carolina at Aiken,SC,1,480,425,905,21,*,*,*,*,*,*,848,560,377,1855,1412,2320,5800,3066,3066,*,75,500,1500,14.8,5035,48
3451,Coastal Carolina University,SC,1,*,*,*,*,400,510,350,450,18,21,1854,1391,732,3020,1174,2710,7000,4090,2640,1450,*,600,*,17,5201,51
3455,Voorhees College,SC,2,340,330,670,16,*,*,*,*,*,*,1465,1006,188,703,20,4450,4450,2522,*,*,*,500,1200,22.9,5861,58
3456,Winthrop University,SC,1,516,470,986,18,460,570,410,520,16,20,2320,1805,769,3395,670,3620,6400,3392,2058,1334,*,580,2150,12.8,6729,59
3457,Wofford College,SC,2,564,517,1081,24,510,620,460,580,22,27,1501,935,273,1059,34,12680,12680,4150,*,*,*,605,1440,15.3,7875,75
6951,Univ. of South Carolina at Spartanburg,SC,1,459,411,870,19,400,510,360,450,17,21,885,553,381,2207,1058,2295,5739,*,*,*,*,312,*,15.9,5307,38
9226,Francis Marion University,SC,1,441,396,837,*,380,490,350,450,*,*,1801,1655,819,3224,436,2920,5840,3138,1540,1598,*,400,2430,19.1,5039,43
3458,Augustana College,SD,2,*,*,*,*,*,*,*,*,21,26,761,725,306,1337,300,10990,10990,3244,1622,1622,125,600,1021,10.4,6871,69
3459,Black Hills State University,SD,1,*,*,*,*,*,*,*,*,18,22,938,938,588,2629,1283,1323,3222,2714,*,*,934,500,*,29.2,3544,51
3461,Dakota Wesleyan University,SD,2,*,*,*,20,*,*,*,*,*,*,342,182,135,538,228,7540,7540,2710,*,*,*,600,1400,11.4,7334,75
3463,Dakota State University,SD,1,*,*,*,20,*,*,*,*,18,22,385,358,229,988,597,1323,3222,2604,1186,1418,*,600,*,19.4,5291,35
3464,Huron University,SD,2,*,*,*,*,*,*,*,*,15,20,600,197,124,392,69,7260,7260,3090,1910,1180,330,600,1840,12.9,9249,21
3465,Mount Marty College,SD,2,*,*,*,20,*,*,*,*,*,*,279,276,126,600,435,6844,6844,2980,*,*,636,500,500,11.7,5073,44
3466,Northern State University,SD,1,*,*,*,20,*,*,*,*,17,22,2056,2054,2054,2239,686,1411,3437,2202,1128,1074,832,550,1925,20.2,5252,54
3469,Sioux Falls College,SD,2,*,*,*,22,*,*,*,*,19,24,437,400,211,614,271,8990,8990,3064,1340,1724,*,500,1700,14.8,7881,48
3470,South Dakota School of Mines and Tech.,SD,1,*,*,*,24,*,*,*,*,*,*,1034,932,866,1691,557,1364,3573,2900,1200,1700,1309,500,1707,15.5,6411,*
3471,South Dakota State University,SD,1,*,*,*,23,*,*,*,*,*,*,2807,2589,1701,7000,1103,1454,3811,2190,1120,1070,1024,500,1970,15,5084,67
10300,University of South Dakota,SD,1,*,*,*,22,*,*,*,*,*,*,2160,2031,1268,5368,1066,1454,3811,2620,1208,1412,1125,675,1118,14.6,6456,*
3478,Austin Peay State University,TN,1,*,*,*,21,*,*,*,*,*,*,2863,2154,1179,4772,2763,1616,5550,2930,1460,1470,262,700,1572,18.2,5087,36
3479,Belmont University,TN,2,522,490,1012,24,450,570,410,550,21,26,1220,974,481,1964,623,7800,7800,3664,1974,1690,250,650,900,11.1,7614,49
3480,Bethel College,TN,2,*,*,*,*,*,*,*,*,16,21,502,384,104,347,74,6200,6200,2900,2900,*,*,600,800,11.7,7623,35
3481,Carson-Newman College,TN,2,*,*,*,23,*,*,*,*,20,25,1096,951,464,1776,239,8150,8150,3150,1260,1890,450,400,500,13.6,6716,67
3482,Christian Brothers University,TN,2,530,480,1010,24,450,630,410,540,20,26,880,520,224,1068,364,9300,9300,3260,1350,1910,120,600,900,11.1,8129,63
3485,Cumberland University,TN,2,*,*,*,*,*,*,*,*,*,*,308,281,199,491,251,5500,5500,2950,1850,1100,200,250,*,11.3,6020,37
3486,David Lipscomb University,TN,2,510,470,980,23,*,*,*,*,19,25,1239,1134,611,1957,343,5775,5775,3340,1450,1890,1110,500,1700,16.2,8048,73
3487,East Tennessee State University,TN,1,450,400,850,21,*,*,*,*,17,22,3330,2730,1303,6706,2640,1800,5800,3000,1600,1800,*,600,2200,14,9825,42
3490,Fisk University,TN,2,456,425,881,21,*,*,*,*,*,*,1078,720,226,850,*,6240,6240,3690,1572,2118,75,600,1900,12.5,6911,43
3492,Freed-Hardeman University,TN,2,485,458,943,22,*,*,*,*,19,25,895,548,314,1174,50,5500,5500,3340,1590,1750,770,600,1600,16.1,6078,62
3496,King College,TN,2,*,*,*,*,450,600,420,530,22,26,355,300,142,509,44,8664,8664,3350,1630,1720,700,600,3000,10.7,8954,65
3497,Knoxville College,TN,2,*,*,*,*,*,*,*,*,*,*,503,408,293,776,68,5400,5400,3150,1600,1550,170,600,1092,11.1,4666,*
3498,Lambuth University,TN,2,*,*,*,22,*,*,*,*,*,*,831,538,224,840,325,5170,5170,3430,1400,2030,210,600,1590,16.1,5531,60
3500,Lee College,TN,2,460,456,916,21,*,*,*,*,16,23,651,498,453,1831,180,4788,4788,3320,1660,1660,132,500,1800,18.5,4914,52
3501,LeMoyne-Owen College,TN,2,*,*,*,*,*,*,*,*,*,*,409,261,177,983,149,4200,4200,1700,500,1200,65,500,500,16.2,6489,*
3502,Lincoln Memorial University,TN,2,*,*,*,23,*,*,*,*,19,26,787,562,363,925,605,5950,5950,2890,1200,1690,120,600,1300,14.6,5177,53
3505,Maryville College,TN,2,505,448,953,23,430,560,390,520,20,25,1464,888,176,624,128,11200,11200,4208,1998,2210,150,500,1642,11.1,8317,51
3509,University of Memphis,TN,1,*,*,*,22,*,*,*,*,20,26,3921,2557,1691,10621,4864,1974,5908,2500,1633,*,68,500,900,16.9,6578,33
3510,Middle Tennessee State University,TN,1,503,439,942,20,440,500,380,490,18,23,4587,3423,2132,12541,2885,1616,5550,2352,1584,974,176,500,*,19.2,4902,39
3511,Milligan College,TN,2,*,*,*,23,*,*,*,*,20,26,610,461,189,685,49,8200,8200,3300,1600,1700,200,550,1000,12,8128,64
3518,Southern Coll. of Seventh-day Adventists,TN,2,*,*,*,*,*,*,*,*,19,25,699,660,349,1198,296,8414,8414,3496,1530,1966,250,504,900,14.1,7665,59
3519,Rhodes College,TN,2,*,*,*,*,570,680,520,620,25,30,2302,1831,391,1345,59,15200,15200,4768,2696,2072,158,550,1500,10.8,13388,77
3522,Tennessee State University,TN,1,*,*,*,*,*,*,*,*,18,22,6626,4122,721,4566,1913,1470,4836,2290,986,1304,70,*,*,18.6,7527,41
3523,Tennessee Technological University,TN,1,*,*,*,*,*,*,*,*,*,*,2594,2542,1580,6461,910,1740,4025,3625,1505,2125,*,700,1400,16.9,5799,54
3525,Tennessee Wesleyan College,TN,2,440,370,810,19,*,*,*,*,18,21,232,182,99,402,237,7070,7070,3640,2140,1500,150,400,3158,8.9,6286,36
3526,Trevecca Nazarene College,TN,2,*,*,*,*,*,*,*,*,*,*,272,272,145,770,213,4750,4750,3270,1870,1400,320,500,800,14,5881,49
3527,Tusculum College,TN,2,420,370,790,19,370,510,320,450,16,26,626,372,145,983,40,7700,7700,3400,3400,*,100,450,800,21.9,4933,52
3528,Union University,TN,2,*,*,*,24,*,*,*,*,*,*,846,752,406,1688,502,5780,5780,2530,1580,950,134,550,600,13.5,3861,*
3529,University of Tennessee at Chattanooga,TN,1,*,*,*,22,*,*,*,*,19,25,2091,1338,991,5359,1758,1824,5800,3304,1704,1600,*,600,1025,16.8,6339,39
3530,University of Tennessee at Knoxville,TN,1,525,468,993,23,460,590,410,530,21,26,7473,5372,3013,15749,3237,1830,5764,3262,1584,1678,222,750,3300,16.5,8612,53
3531,University of Tennessee at Martin,TN,1,*,*,*,22,*,*,*,*,18,23,1934,1500,1123,4669,675,1900,5832,2890,1490,1400,*,500,1000,19.6,5396,48
3534,University of the South,TN,2,601,557,1158,27,550,650,500,620,25,29,1445,966,326,1129,24,15350,15350,4080,2010,2070,175,450,810,10.3,18784,82
3535,Vanderbilt University,TN,2,640,559,1199,28,590,690,510,610,26,30,7791,4690,1499,5500,90,17865,17865,6525,4132,2393,964,630,952,5.8,23850,83
3536,Bryan College,TN,2,*,*,*,*,430,580,400,570,20,26,315,242,108,410,15,7300,7300,3950,2200,1750,390,450,*,12.6,6966,62
3537,Abilene Christian University,TX,2,*,*,*,22,*,*,*,*,19,25,1660,1232,721,2885,537,7440,7440,3300,*,*,*,450,2200,18.1,7041,60
3541,Angelo State University,TX,1,509,441,950,22,420,580,380,510,19,25,3540,2001,1016,4190,1512,840,5130,3592,1324,2268,734,500,2000,23.1,4010,34
3543,Austin College,TX,2,554,498,1052,24,500,610,440,560,21,27,948,798,295,1120,15,11280,11280,4342,*,*,125,400,1150,13,11361,71
3557,Concordia Lutheran College,TX,2,469,402,871,20,390,530,330,470,18,23,232,216,106,534,172,6900,6900,3800,3800,*,480,450,1825,12.1,6875,42
3560,Dallas Baptist University,TX,2,497,435,932,22,430,560,370,500,19,25,360,314,155,848,1542,5400,5400,3270,1330,1940,130,500,*,14.4,7081,87
3564,East Texas Baptist University,TX,2,*,*,*,21,*,*,*,*,18,24,379,341,265,1050,151,4950,4950,2780,1040,1740,470,530,1500,15.7,5619,38
3565,East Texas State University,TX,1,467,411,878,21,*,*,*,*,*,*,2219,1441,719,4129,1343,1580,5390,3380,*,*,*,810,1080,21.8,5073,35
3571,Hardin-Simmons University,TX,2,510,470,980,22,420,560,370,500,18,25,467,424,350,1365,334,6300,6300,2980,1360,1620,480,700,2140,13.7,7054,38
3575,Howard Payne University,TX,2,458,405,863,20,380,520,350,460,18,22,516,454,322,1201,214,5190,5190,2992,1680,1312,320,400,*,12.7,5684,37
3576,Houston Baptist University,TX,2,498,432,930,22,410,580,380,490,21,25,413,330,215,1247,430,5400,5400,2340,2340,*,210,600,*,14,5438,56
3577,Huston-Tillotson College,TX,2,336,450,786,16,225,345,225,345,12,21,261,159,114,455,84,5180,5180,3624,2064,1560,660,500,1857,11,9203,*
3578,Incarnate Word College,TX,2,480,441,921,21,410,510,390,480,19,23,1163,927,386,1685,556,8840,8840,4689,2049,2640,110,750,2775,11.4,6095,95
3581,Lamar University,TX,1,459,413,872,20,320,460,300,450,*,*,2336,1725,1043,5438,4058,864,4752,3040,1386,1654,840,508,1463,18.4,5879,26
3584,LeTourneau University,TX,2,552,491,1043,24,490,640,430,550,20,29,477,417,204,1532,77,8840,8840,4240,4240,*,120,600,1400,20.8,6863,56
3586,Lubbock Christian University,TX,2,*,*,*,21,*,*,*,*,18,24,550,500,275,863,218,6612,6612,2954,*,*,250,300,*,11.9,5367,39
3588,University of Mary Hardin-Baylor,TX,2,*,*,*,*,*,*,*,*,*,*,478,416,259,1351,555,4950,4950,3136,1786,1350,300,600,1200,16.4,5081,*
3591,McMurry University,TX,2,500,408,908,21,430,580,340,470,18,24,578,411,187,880,477,6930,6930,3452,*,*,*,400,1525,11,6383,32
3592,Midwestern State University,TX,1,*,*,*,*,*,*,*,*,*,*,1597,1125,751,3404,1734,840,5130,3436,1800,1636,896,630,1838,21.6,4001,36
3594,University of North Texas,TX,1,526,467,993,23,460,590,420,520,20,24,4418,2737,2049,14047,5134,672,4104,3579,1840,1739,650,450,1700,22.6,5657,35
3598,Our Lady of the Lake University,TX,2,434,407,841,*,380,480,340,460,*,*,2308,1336,295,1202,942,8530,8530,3644,2020,1624,134,616,1576,14.9,7114,37
3599,University of Texas-Pan American,TX,1,*,*,*,*,*,*,*,*,*,*,4040,4040,1800,7410,3055,991,3486,2536,*,*,*,*,*,22.9,*,16
3604,Rice University,TX,2,*,*,*,*,665,763,592,708,*,*,7935,1514,633,2674,*,9950,9950,5725,3100,2625,365,525,1330,8.6,22836,91
3606,Sam Houston State University,TX,1,*,*,*,21,*,*,*,*,18,22,4839,3549,1577,8901,2245,840,5130,2970,1500,1490,688,900,*,27.2,4029,43
3610,Schreiner College,TX,2,470,420,890,22,400,540,350,460,19,25,584,413,131,521,99,8955,8955,5900,2810,3090,40,500,1488,11.8,8545,52
3613,Southern Methodist University,TX,2,*,*,*,*,*,*,*,*,22,27,4301,3455,1166,4892,387,12772,12772,5078,2652,2426,*,576,1802,13.5,12726,72
3615,Southwest Texas State University,TX,1,482,425,907,21,420,530,370,480,19,23,8532,5316,2421,13806,4277,840,4860,3676,*,*,884,500,*,21.2,4056,39
3619,Southwestern Adventist College,TX,2,419,395,814,21,320,500,310,460,17,24,321,318,172,620,280,7536,7536,3736,1494,2242,80,430,1651,13,5309,36
3620,Southwestern University,TX,2,577,526,1103,25,520,640,470,580,23,28,1244,912,352,1177,43,11850,11850,4675,2150,2525,*,600,1050,11.3,12995,67
3621,St. Edward's University,TX,2,483,438,921,22,420,540,400,490,19,25,1272,1012,375,1732,936,9428,9428,4070,4070,*,*,600,*,15.7,7037,46
3623,St. Mary's University of San Antonio,TX,2,516,454,970,22,460,560,400,510,20,24,1243,1020,414,2149,418,8678,8678,3858,*,*,330,700,1736,16.2,7651,72
3624,Stephen F. Austin State University,TX,1,467,472,939,21,390,510,380,490,19,22,5870,4461,2272,9851,1289,780,4860,3610,3610,*,618,200,*,21.4,3997,50
3625,Sul Ross State University,TX,1,397,347,744,17,320,460,280,400,14,19,*,*,305,1535,412,672,3888,2980,1350,1630,612,450,1944,18.8,5478,28
3630,Prairie View A. and M. University,TX,1,377,332,709,17,*,*,*,*,*,*,2405,2234,1061,4564,448,840,4290,3500,1580,1920,820,598,1582,19.4,5967,35
3631,Tarleton State University,TX,1,441,391,832,20,380,510,340,440,18,21,1195,1095,923,4856,724,840,4860,2784,1292,1492,639,1000,*,21.9,4242,41
3636,Texas Christian University,TX,2,*,*,*,*,460,600,420,540,21,27,4095,3079,1195,5064,660,8490,8490,3320,1920,1400,990,650,2400,14.8,9158,64
3637,Jarvis Christian College,TX,2,341,316,657,11,*,*,*,*,*,*,575,482,206,542,9,3750,3750,3060,1550,1510,285,350,*,12.1,*,25
3638,Texas College,TX,2,330,290,620,16,*,*,*,*,*,*,254,189,189,503,40,3605,3605,2430,1580,850,455,300,300,18.4,4800,26
3639,Texas A&M University at Kingsville,TX,1,*,*,*,18,*,*,*,*,*,*,1822,1481,1055,4455,941,*,*,*,*,*,*,*,*,19.7,5049,42
3641,Texas Lutheran College,TX,2,498,436,934,22,430,550,370,490,19,25,497,423,215,895,429,7850,7850,3410,1490,1920,50,490,1700,13.8,7002,50
3642,Texas Southern University,TX,1,390,420,810,19,*,*,*,*,*,*,4345,3245,2604,5584,3101,780,7860,3360,1680,1680,*,600,1700,18.2,3605,10
3644,Texas Tech University,TX,1,526,456,982,23,460,590,400,510,20,25,6334,5051,2957,16785,2780,780,4860,3688,3688,*,838,530,*,24.7,5449,41
3645,Texas Wesleyan University,TX,2,426,415,841,20,400,540,360,480,18,23,592,501,279,1204,392,6400,6400,3484,3484,*,390,600,1800,14.5,7936,43
3646,Texas Woman's University,TX,1,*,*,*,*,350,480,320,440,16,21,989,777,474,3791,1961,647,2279,2942,1502,1440,140,700,1200,14.3,6637,35
3647,Trinity University,TX,2,635,575,1210,*,595,695,515,625,24,30,2425,1818,601,2110,95,12240,12240,5150,3225,1925,140,500,490,9.6,14703,93
3651,University of Dallas,TX,2,593,550,1143,26,530,660,490,600,24,28,681,588,246,1058,73,10760,10760,6230,4030,2200,50,500,1200,13.4,8731,63
3652,University of Houston-Main Campus,TX,1,537,447,984,22,*,*,*,*,*,*,6233,3990,2150,15340,9355,672,4104,3980,*,*,690,600,*,14.6,6895,32
3654,University of St. Thomas,TX,2,560,500,1060,26,*,*,*,*,*,*,374,280,185,995,408,8550,8550,4050,2000,1670,96,500,1344,12.6,7237,62
3656,University of Texas at Arlington,TX,1,506,434,940,21,450,580,385,520,19,24,3281,2559,1448,10975,8431,1206,4422,2780,1440,1340,*,500,2850,21,4696,29
3658,University of Texas at Austin,TX,1,603,523,1126,25,546,670,466,588,23,28,14752,9572,5329,30017,5189,840,5130,3309,1733,1576,1068,650,3140,19.7,7837,65
3661,University of Texas at El Paso,TX,1,*,*,*,19,*,*,*,*,*,*,3528,2941,2252,9551,4817,672,4104,*,2460,*,626,*,*,23.1,*,*
3663,Wayland Baptist University,TX,2,470,440,910,20,*,*,*,*,*,*,253,216,196,829,1817,5100,5100,2791,1116,1675,350,600,1702,13.6,6271,91
3665,West Texas A&M University,TX,1,450,440,890,21,*,*,*,*,*,*,1950,1506,1023,4111,1301,672,4104,2706,1246,1460,626,500,*,21.9,4717,34
6967,Baylor University,TX,2,*,*,*,*,500,620,430,540,21,25,6075,5349,2367,9919,484,6450,6450,3920,2230,1690,570,600,1346,18.5,7503,72
9741,University of Texas at Dallas,TX,1,632,556,1188,27,580,690,480,640,24,30,1089,780,410,2106,2919,784,4536,4953,*,*,724,645,2979,20.8,9094,*
9930,Univ. of Texas of the Permian Basin,TX,1,438,401,839,19,*,*,*,*,*,*,116,90,59,841,704,840,5130,*,3995,*,718,600,2923,15.5,5482,*
10115,University of Texas at San Antonio,TX,1,484,423,907,21,430,583,371,477,*,*,4217,3100,1686,9375,5457,672,4104,5376,5376,*,768,452,1200,25.3,4329,50
10298,Texas A&M University at Galveston,TX,1,*,*,*,*,*,*,*,*,*,*,529,481,243,1206,134,780,4860,3122,1560,1562,320,600,650,17.4,6415,43
10366,Texas A&M Univ. at College Station,TX,1,578,491,1069,25,510,640,430,550,22,27,14474,10519,6392,31643,2798,840,5130,3412,1772,1640,751,600,2144,23.1,8471,69
12826,University of Houston - Downtown,TX,1,*,*,*,*,*,*,*,*,*,*,1541,1541,1108,3357,4701,672,4104,*,*,*,328,500,2585,20.6,4079,8
20648,Ambassador University,TX,2,516,493,1009,*,470,600,430,540,*,*,397,244,223,1083,58,2700,2700,2900,900,2000,250,500,1150,17.2,9434,*
3670,Brigham Young University at Provo,UT,2,*,*,*,*,*,*,*,*,24,29,7365,5402,4615,27378,1253,2340,2340,3580,2112,1468,*,860,1220,20.5,7916,33
3675,University of Utah,UT,1,543,484,1027,24,450,620,410,550,21,26,5095,4491,2400,13894,8374,1954,6857,3975,1550,2425,427,858,3093,12.8,9275,37
3677,Utah State University,UT,1,520,480,1000,22,390,560,400,500,19,26,4281,3825,2426,10657,4257,1650,5775,3315,1335,1980,363,700,1460,18.7,7462,*
3678,Southern Utah University,UT,1,*,*,*,*,*,*,*,*,*,*,1685,1640,856,3684,678,1221,4362,2634,*,*,378,756,1794,20.5,4703,59
3680,Weber State University,UT,1,*,*,*,21,*,*,*,*,18,24,2632,2509,1750,8609,5680,1377,5148,2595,1335,1260,366,537,1752,23.9,5334,38
3681,Westminster College of Salt Lake City,UT,2,*,*,*,*,*,*,*,*,19,26,917,720,213,979,743,8820,8820,4050,1340,2710,60,600,2025,10.5,7170,50
3702,Averett College,VA,2,469,424,893,*,400,550,400,550,20,25,627,556,172,777,538,9925,9925,4135,*,*,350,750,1350,22.4,6523,48
3703,Bluefield College,VA,2,431,388,819,20,*,*,*,*,*,*,377,358,181,653,129,7150,7150,4350,2770,1580,*,450,1500,17.8,6259,53
3704,Bridgewater College,VA,2,*,*,*,*,*,*,*,*,*,*,838,673,292,881,55,10265,10265,4725,2215,2510,1000,560,875,13.2,8655,82
3705,College of William and Mary,VA,1,640,600,1240,*,590,700,540,650,*,*,7117,3106,1217,5186,134,2808,11720,4298,2318,1980,1748,600,800,12.1,9534,93
3706,Christopher Newport University,VA,1,442,404,870,*,*,*,*,*,*,*,883,766,428,2910,1749,2332,7860,4750,*,*,904,525,1889,21.2,4639,48
3708,Eastern Mennonite College,VA,2,*,*,*,*,450,600,400,550,20,26,486,440,227,903,59,9650,9650,3800,1900,1900,*,600,1300,11.4,10188,82
3709,Emory & Henry College,VA,2,485,445,930,23,440,570,410,540,*,*,765,646,226,809,32,8578,8578,4408,1920,2488,622,700,1600,13.9,8061,82
3711,Ferrum College,VA,2,431,388,819,*,360,500,340,440,*,*,1339,1107,336,1051,82,9400,9400,4200,4200,*,*,500,1600,12.5,7967,22
3713,Hampden - Sydney College,VA,2,564,517,1081,*,510,620,460,570,*,*,817,644,307,945,1,13218,13218,4773,1903,2870,415,660,600,13.3,12263,69
3714,Hampton University,VA,2,475,442,917,*,430,580,420,480,*,*,7178,3755,1433,4623,740,7161,7161,3518,1838,1680,603,600,2000,14,6791,70
3715,Hollins College,VA,2,502,505,1007,23,440,550,450,560,20,25,602,498,215,795,74,13470,13470,5515,3225,2290,234,500,850,11.1,13957,72
3719,Longwood College,VA,1,497,455,952,23,450,530,410,490,19,23,2747,1870,724,2874,118,2606,7920,3962,*,*,1640,550,2200,18.4,5553,62
3720,Lynchburg College,VA,2,*,*,*,*,390,510,360,460,*,*,1756,1500,366,1524,280,12450,12450,5400,2900,2500,100,450,870,12.4,8832,70
3721,James Madison University,VA,1,586,521,1107,*,540,640,480,570,*,*,11223,5285,2082,9652,742,3900,7994,4544,*,*,*,500,732,17.9,5212,98
3723,Mary Baldwin College,VA,2,468,461,929,*,425,550,400,560,*,*,499,441,199,846,377,11200,11200,7400,7400,*,*,600,1300,6.8,10819,90
3724,Marymount University,VA,2,467,440,907,*,410,510,380,490,*,*,941,772,214,1247,776,11390,11390,5280,*,*,*,500,750,10.6,8575,55
3728,Old Dominion University,VA,1,494,440,934,*,430,550,390,490,*,*,4569,3110,1251,8346,2501,3854,9464,4540,*,*,74,600,*,15.1,6727,45
3732,Radford University,VA,1,490,460,950,22,410,510,380,470,19,22,5702,4894,1742,8077,472,2924,6684,4110,4110,*,*,500,900,19.6,4519,62
3733,Randolph-Macon College,VA,2,533,483,1016,*,480,580,430,520,*,*,1771,1325,306,1071,27,13840,13840,3735,1850,1885,325,400,900,10.7,11080,74
3734,Randolph-Macon Woman's College,VA,2,517,502,1019,25,470,570,450,560,21,28,696,616,169,653,56,13970,13970,6110,6110,*,120,370,920,9.2,16358,68
3735,Virginia Commonwealth University,VA,1,488,449,937,*,420,550,390,510,*,*,4963,3497,1567,10262,5065,3034,10217,4182,1620,2562,880,500,3630,8.7,11183,45
3736,Roanoke College,VA,2,532,487,1019,*,470,580,430,535,*,*,2227,1790,437,1460,239,13425,13425,4425,*,*,*,450,1200,13,9405,72
3737,Shenandoah University,VA,2,477,438,915,20,*,*,*,*,*,*,818,620,218,868,247,10700,10700,4500,*,*,*,450,1400,9.2,9471,59
3739,St. Paul's College,VA,2,*,*,*,*,*,*,*,*,*,*,651,581,243,617,34,5000,5000,3650,3650,*,515,600,600,14,8426,45
3742,Sweet Briar College,VA,2,510,500,1010,24,450,570,450,550,21,27,462,402,146,527,41,14500,14500,6000,6000,*,125,500,600,6.5,18953,61
3744,University of Richmond,VA,2,*,*,*,*,590,690,520,620,26,30,5892,2718,756,2854,594,14500,14500,3285,1880,1405,*,700,1125,11.7,11984,100
3746,Mary Washington College,VA,1,*,*,*,*,520,620,480,580,*,*,4350,2178,756,2997,736,2026,6490,4942,2712,2230,1180,650,2102,17.6,5358,84
